,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
714,Cafe Parc Belmont,,€9 - €15,5.0,,"Lepanto, 256","Lepanto, Carrer de Lepant, 08191 Rubí, Spain",41.5009649,2.0357685
715,Can Ros,,,4.0,,"C/ Almirall Aixada, num. 7","Catalonia, Spain",41.66667,2.0
716,Macrobiotic Zen,,€8 - €11,4.5,,"Carrer de Muntaner, 12","Carrer de Muntaner, Macrobiotic-Zen, 12, 08011 Barcelona, Spain",41.3843977,2.1625573
717,Dunnes Irish Bar Barcelona,,€8 - €14,4.0,,"Via Laietanna, 19","Catalonia, Spain",41.66667,2.0
718,Restaurant Gaig,,€33 - €133,4.0,,"C/ Corcega, 200","Corsican Mouflon, Plaça de Joan Fiveller, Barcelona, Spain",41.3859039,2.1890049
719,Watatsumi,,€9 - €30,4.0,,"373-385, 5a Planta, Local R-1","Catalonia, Spain",41.66667,2.0
720,L' Empanadite,,€2 - €24,5.0,,"Castillejos, 263","castillejos, Carretera de Cabrils, 08340 Vilassar de Mar, Spain",41.5066293,2.3863371
721,ComoLoComo Pizza Al Corte,,"Italian, Pizza, Fast Food",4.5,,"Calle Tarragona, 103","Carrer Tarragona, 08303 Mataró, Spain",41.5439848,2.4245662
722,INA Espacio de Cafe y Piadina,,€10 - €15,4.5,,"Carrer Carders, 43","Carrer dels Carders, 08204 Sabadell, Spain",41.5282016,2.1129728
723,Schilling,,€9 - €28,4.0,,C/Ferran 23,"Cal Pau, Olèrdola, Catalonia, Spain",41.352786,1.7393472
724,De Tapadillo,,"Bar, Mediterranean, European, Spanish, Pub",4.0,,"Calle Fonollar, 8","08830 Sant Boi de Llobregat, Spain",41.3265399,2.0538614
725,L'Atelier De Blai,,"European, Spanish, Mediterranean",4.5,,"Carrer de Blai, 38","Carrer de Blai, 08001 Barcelona, Spain",41.3729517,2.1664379
726,La Fermata de Sarria,,€5 - €18,4.5,,Major de Sarria 2-4,"Carrer Major de Can Caralleu, 08017 Barcelona, Spain",41.4020258,2.1116018
727,La Rioja,,€15 - €40,4.5,,"C/ Duran i Bas, 5","Duran i Bas, Carrer de Miguel de Cervantes, 08191 Rubí, Spain",41.4873778,2.0362299
728,el bou Lomoteca,,€7 - €14,4.5,,Carrer Escultor Llimona 7,"Carrer Escultor Josep Llimona, 08160 Montmeló, Spain",41.5511975,2.2492854
729,Tutu Vietnamese Cuisine,,€7 - €18,4.5,,"Clot, 31","el Clot, Barcelona, Catalonia, Spain",41.4099525,2.1908234
730,Marina Bay by Moncho's,,,4.0,,"Calle de la Marina, 19/21","Casino Barcelona, Carrer de la Marina, 19-21, 08005 Barcelona, Spain",41.3867031,2.1969551
731,La Clara Restaurant,,"Mediterranean, European, Spanish, Catalan",4.0,,"Gran via de les corts Catalanes, 442","Gran Via de les Corts Catalanes, 442, 8015 Barcelona, Spain",41.3783277,2.1539327
732,Cafe del Gallery,,€18 - €40,4.5,,Rosellon 249,"BCN Urban Hotels Gran Rosellon, Carrer del Rosselló, 174, 176, 08036 Barcelona, Spain",41.3920496,2.1561264
733,Calabrasa,,€18 - €37,4.5,,Passeig del Born 27,"Passeig del Born, Barcelona, Spain",41.384793,2.1828281
734,Gusto,,€14 - €31,4.5,,"Carrer Rosello, 108","Carrer Roselló, 08402 Granollers, Spain",41.6191252,2.2900661
735,El 68,,Spanish,4.5,,"Carrer de Mila i Fontanals, 68","Carrer de Mila i Fontanals, 68-70, 08922 Santa Coloma de Gramenet, Spain",41.4497541,2.2159897
736,La Bella Napoli,,€30 - €45,4.0,,"Carrer de Margarit, 12-14","Carrer de Margarit, 08001 Barcelona, Spain",41.3743863,2.1638374
737,Kuletos,,€13 - €40,4.0,,"Doctor Trueta, 220","Plaça del Doctor Trueta, 08630 Abrera, Spain",41.5166714,1.9012139
738,Fabrica Moritz Barcelona,,,4.0,,Ronda Sant Antoni 39,"Ronda Sant Antoni, Ronda de Sant Antoni, 080007 Barcelona, Spain",41.3847746,2.1638203
739,LUTE Bar & Bowls,,€5 - €30,4.5,,Carrer de Sant Medir 9,"LUTE Bar & Bowls, Carrer de Sant Medir, 9, 08028 Barcelona, Spain",41.3743215,2.1331174
740,Kitchen Barcelona,,€2 - €9,4.5,,Carrer de la Maquinista 12,"Carrer de la Maquinista, 08 Barcelona, Spain",41.3807756,2.1888683
741,Tango Grill,,€20 - €40,4.5,,Passeig de Garcia Faria 31,"Passeig de Garcia Fària, 08005 Barcelona, Spain",41.3993609,2.208389
742,Topik,,,4.0,,"c/ Valencia, 199","Oval, Carrer de València, 199, 08011 Barcelona, Spain",41.389758,2.1591953
743,Salitre Barcelona,,€15 - €40,4.5,,"Carrer de Llull, 169","Italian District, Carrer de Llull, 169, 08005 Barcelona, Spain",41.4004111,2.2012133
744,Blat Net,,€11 - €23,4.5,,Carrer de Sitges 6,"Carrer de Sitges, 08630 Abrera, Spain",41.5223865,1.9074281
745,Restaurant Ipar-Txoko,,€32 - €88,4.0,,"Mozart, 22","Mozart, Carrer de Sau, 08202 Sabadell, Spain",41.5506842,2.1271211
746,Restaurant Rene,,€23 - €37,4.0,,"Consell de Cent, 362","Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
747,Napoli Prima e Dopo,,"Italian, Pizza, Mediterranean, European",4.0,,"Calle Villaroel, 255","Carrer de Villaroel, 08490 Tordera, Spain",41.7157918,2.6873912
748,El Bar Del Basko,,Spanish,5.0,,Carrer de Guitert 19,"Carrer de Guitert, 08 Barcelona, Spain",41.378687,2.1908175
749,Bliss,,€20 - €27,4.0,,"Placa de Sant Just, 4","Plaça de Sant Just, 4, 08002 Barcelona, Spain",41.3829993,2.1784794
750,Hard Rock Cafe,,American,4.0,,Placa Catalunya 21,"Cassie mark food tour, Plaça Catalunya, 21, 08002 Sant Boi de Llobregat, Spain",41.3399746,2.0418873
751,El Desvan,,€3 - €15,4.5,,"Gran Via de les Corts Catalanes, 453","Gran Via de les Corts Catalanes, 453, 08015 Barcelona, Spain",41.3791298,2.1541528
752,Chick's Burger Bar,,,4.5,,Carrer de Sant Pau 2,"Carrer de Sant Pau, 2, 08800 Vilanova i la Geltrú, Spain",41.2264439,1.7263488
753,El Jardin Del Eden,,€23 - €37,4.0,,"Carrer de Jovellanos, 3","Jardín del Edén, Carrer de Jovellanos, 3, 08001 Barcelona, Spain",41.3851502,2.1678239
754,La Monroe,,"Bar, Mediterranean, European, Spanish",4.0,,Placa Salvador Segui 1-9,"Plaça de Salvador Seguí, Barcelona, Spain",41.3787331,2.1711289
755,Totoro,,"Japanese, Sushi, Asian",4.0,,"Carrer de la Legalitat, 74","Carrer de la Legalitat, 08024 Barcelona, Spain",41.4092554,2.1631892
756,Ouzoud cous cous Restaurante,,Moroccan,4.5,,Calle Salva 5,"Carrer de Salvà, 08001 Barcelona, Spain",41.3717986,2.165102
757,Parking Pizza,,"Lebanese, Mediterranean, Greek, Fusion, Israeli, Pizza, European",4.0,,"Passeig de Sant Joan, 56","Passeig de Sant Joan, 56, 08009 Barcelona, Spain",41.3963818,2.1740227
758,Restaurante Parrilla SIFO,,€10 - €30,4.5,,"C/Espalter, 4","Carrer de Joaquim Espalter, 08870 Sitges, Spain",41.2364768,1.8057571
759,La Bicicleta,,€9 - €18,4.0,,"c/ Verdi, 65","La Bicicleta, Carrer de Verdi, 65, 08012 Barcelona, Spain",41.404712,2.1558821
760,"SAGAS - Pagesos, Cuiners & Co.",,,4.0,,"Pla de Palau, 13","Pla de Palau, Sant Pere, Santa Caterina i la Ribera, Barcelona, Catalonia, Spain",41.3825827,2.1840135
761,Dos Pebrots,,,4.0,,"Doctor Dou 19,","Gisclareny, Catalonia, Spain",42.2680696,1.8018087
762,El Pacifico,,,4.0,,Villa Joiosa 52,"Carrer de la Vila Joiosa, 08 Barcelona, Spain",41.3780966,2.1912503
763,Restaurante Chino Hoy,,€13 - €34,4.5,,"Travesera de les Corts, 281","les Corts, Catalonia, Spain",41.38712,2.13007
764,Restaurant Allium,,€25 - €40,4.0,,Carrer del Call 17,"Allium Restaurant, Carrer del Call, 17, 08002 Barcelona, Spain",41.3823755,2.1763476
765,Jamonarium,,"Mediterranean, Spanish",4.5,,"Passeig Sant Joan, 181","passeig del Riu, 08250 Sant Joan de Vilatorrada, Spain",41.7399116,1.8066353
766,La Triunfal,,€15 - €45,4.0,,"Passeig de Sant Joan, 4","La triunfal, Passeig de Sant Joan, 4, 08003 Barcelona, Spain",41.3918366,2.1800486
767,Scala Spazio Al Gusto,,"Italian, Mediterranean, Northern-Italian, Central-Italian, Southern-Italian",5.0,,Carrer Consell de Cent 93,"Carrer Consell de Cent, 08470 Sant Celoni, Spain",41.6874889,2.4848143
768,Kasa Ramen,,"Japanese, Asian",4.5,,Ronda University 4,"Catalonia, Spain",41.66667,2.0
769,Bodega Els Sortidors del Parlament,,"Mediterranean, European, Spanish, Wine Bar",4.0,,"Carrer del Parlament, 53","Carrer del Parlament, 53, 08015 Barcelona, Spain",41.3775137,2.1638119
770,Restaurante O-Retornino,,€10 - €25,4.0,,"Calle Rossello, 147","Carrer Rosselló, 08242 Manresa, Spain",41.7320892,1.8287143
771,Ikibana Sarria,,€30 - €70,4.0,,"Calle Doctor Fleming, 11","Carrer Doctor Fleming, 11, 08756 la Palma de Cervelló, Spain",41.4125177,1.9720788
772,Le Cucine Mandarosso,,,4.0,,"Verdaguer i Callis, 4","Carrer de Verdaguer i Callís, 08003 Barcelona, Spain",41.3868608,2.1761999
773,La Barra,,,4.0,,"Planta E, Hotel W. C/ Rosa dels Vents, 1.","Catalonia, Spain",41.66667,2.0
774,Marcelino 1968,,€8 - €30,4.5,,Placa del Sol 2,"Plaça del Sol, Can Feu, Sabadell, Catalonia, Spain",41.5402968,2.0969337
775,Raco del Nuria,,€21 - €30,4.0,,"Rambla de Canaletes 133, 1r Piso","Catalonia, Spain",41.66667,2.0
776,Gats,,,4.0,,"Xucla, 7","Xuclà, Carrer Major, 100, 08750 Molins de Rei, Spain",41.4134452,2.0163979
777,Sagarra,,"Bar, Mediterranean, European, Spanish",4.0,,"Xucla, 9","Xuclà, Carrer Major, 100, 08750 Molins de Rei, Spain",41.4134452,2.0163979
778,Idea Bar,,€4 - €20,5.0,,"Carrer de Salomo ben Adret, 8","Carrer de Salomó ben Adret, 8, 08002 Barcelona, Spain",41.3826604,2.1758095
779,Toto,,,4.0,,Carrer de Valencia 246,"Carrer de València, 246, 08088 Barcelona, Spain",41.3909045,2.1614152
780,Ovante,,"Spanish, American",4.5,,"Passeig de Fabra I Puig, 95","Passeig de Fabra i Puig, 08031 Barcelona, Spain",41.4303053,2.1755374
781,Maur,,"European, Catalan",4.0,,"Carrer Comte D' Urgell, 9","Urgell, Catalonia, Spain",41.38244,2.15901
782,Restaurante Paloma Blanca,,"Moroccan, Mediterranean, Middle Eastern",4.5,,126 Hospital St,"Barcelona, Catalonia, Spain",41.3828939,2.1774322
783,Kino Cafe,,€4 - €20,4.0,,Carrer Ferlandina 23,"Carrer de Ferlandina, 08001 Barcelona, Spain",41.3817045,2.1647938
784,Stop & Mos,,€2 - €25,5.0,,Castillejos 158,"castillejos, Carretera de Cabrils, 08340 Vilassar de Mar, Spain",41.5066293,2.3863371
785,Tast Gastro Bar,,€10 - €20,4.5,,"Av. Paral.lel, 127","Catalonia, Spain",41.66667,2.0
786,Studio Miramar,,€25 - €80,4.0,,Plaza Carlos Ibanez 3,"Catalonia, Spain",41.66667,2.0
787,Medio o Pinto Bar Restaurant,,€20 - €55,5.0,,"Calle Calvet, 27","Calvet, Carrer del Tenor Viñas, 12, 08021 Barcelona, Spain",41.3950395,2.142893
788,Via Margutta,,€10 - €18,4.0,,"Fonollar, 2","08830 Sant Boi de Llobregat, Spain",41.3265399,2.0538614
789,La Rambla 31,,"Spanish, Cafe",4.0,,Carrer de la Diputacio 253,"Forn de pa Rambla 31, Carrer de la Diputació, 253, 08007 Barcelona, Spain",41.3893073,2.1653828
790,Restaurante Arabica,,,4.5,,"Calle Viladomat, 213","Viladomat, Plaça de l'Ajuntament, 08698 la Nou de Berguedà, Spain",42.1671835,1.884449
791,Ale&Hop,,€6 - €9,4.0,,Bases de Sant Pere 10 bis,"Catalonia, Spain",41.66667,2.0
792,Morryssom,,,4.0,,"Girona, 162","Girona, Catalonia Square, Barcelona, Spain",41.3870006,2.169377
793,Boca Chica,,,4.0,,Passatge de la Concepcio No 14,"Passatge de la Concepció, 08008 Barcelona, Spain",41.3951594,2.1609019
794,Restaurante Bodega Sepulveda,,"Mediterranean, Spanish, Catalan",4.0,,"Sepulveda, 173","Carrer de Sepúlveda, 173, 08011 Barcelona, Spain",41.3835105,2.1621725
795,Ventuno,,€4 - €20,4.5,,"Carrer de l'Or, 21","Carrer de l'Or, 21, 08012 Barcelona, Spain",41.4044924,2.1569048
796,Restaurante Da Raimondo,,"Italian, Pizza, Mediterranean, European",4.5,,"Calle Putget, 36-38","08023 Barcelona, Spain",41.4074307,2.1443937
797,Can Treso,,"Mediterranean, Healthy, Fusion",4.0,,"Carrer d'Asturies, 18","Carrer d'Asturies, 08197 Sant Cugat del Vallès, Spain",41.4718246,2.0386143
798,Carlota Restaurant,,€25 - €45,4.0,,Carrer Paris 168,"Carrer París, Calaf, Spain",41.7345229,1.5129803
799,Slow & Low,,€18 - €48,4.5,,Compte Borrell 119,"Carrer del Compte Borrell, 08470 Sant Celoni, Spain",41.6927661,2.4961882
800,Sitar Restaurant,,"Indian, Asian, Grill",4.0,,"Rambla de Poblenou, 101, 08005","08005, Spain",41.3888,2.159
801,Tragaluz,,,4.0,,"Passatge De La Concepcion, Number 5","Catalonia, Spain",41.66667,2.0
802,Taller de Tapas - Travessera,,,4.0,,"Travessera de les Corts, 64","Taller de Tapes, Travessera de les Corts, 64, 08028 Barcelona, Spain",41.3784591,2.1225986
803,Restaurante Salero,,"Mediterranean, Asian",4.0,,"Rec, 60","el Rec, 08700 Igualada, Spain",41.5769712,1.6172866
804,Tapas Royale,,"Spanish, Mediterranean, European, Catalan",4.0,,Calle Escudellers 19,"Carrer dels Escudellers, 80002 Barcelona, Spain",41.3799218,2.1766799
805,Pan & Oli,,"Mediterranean, European, Spanish",4.5,,Galileu 30,"Passeig de Sant Antoni, Galileu, 08014 Barcelona, Spain",41.3755137,2.135837
806,Sen viet Vietnamita,,€8 - €30,4.5,,"Carrer d'Arago, 159","Carrer d'Aragó, 159, 08011 Barcelona, Spain",41.3853759,2.1555374
807,Restaurant Aiueno,,"Japanese, Sushi, Asian",4.0,,Carrer de Rossello 296,"Carrer de Rosselló, 08530 la Garriga, Spain",41.6781144,2.2882616
808,Black Remedy,,European,4.0,,Carrer de la ciutat 5,"Black remedy, Carrer de la Ciutat, 5, 08002 Barcelona, Spain",41.3824551,2.1777699
809,Ajoblanco Tapas Restaurante Cocktail Bar,,€16 - €40,4.0,,"Carrer de Tuset, 20","Ajoblanco, Carrer de Tuset, 20;24, 08006 Barcelona, Spain",41.395902,2.1521831
810,Kawamura,,"Japanese, Asian",4.5,,"C/ Arago, 217","Aragó, Carrer dels Enamorats, 08013 Barcelona, Spain",41.4041622,2.1816598
811,Enrique Tomas,,"Mediterranean, Diner, Deli, Spanish",4.5,,"Santa Anna, 25","Santa Anna, Vic, Catalonia, Spain",41.9194862,2.2567666
812,La Principal,,€3 - €9,4.0,,"Carrer de Sepulveda, 186","La Principal, Carrer de Sepúlveda, 186, 08011 Barcelona, Spain",41.3835427,2.1632145
813,Miguelitos,,€25 - €50,4.0,,Calle Aribau 162,"Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
814,Txokoa Barcelona,,€30 - €45,4.0,,"Carrer de Deu i Mata, 146","Carrer de Deu i Mata, 08021 Barcelona, Spain",41.3890098,2.1367406
815,Fidel Bar,,€6 - €18,4.0,,"Ferlandina, 24","Bar Fidel, Carrer de Ferlandina, 24, 08001 Barcelona, Spain",41.3819082,2.1653476
816,Vinogrado,,€20 - €35,5.0,,"Calle Benet Mateu, 59","Carrer de Benet Mateu, 08034 Barcelona, Spain",41.3918245,2.1270892
817,Kuku Helados Homemade,,"Italian, Argentinean, South American",5.0,,Baluard 52,"Baluard, Carrer de Marià Aguiló, 08005 Barcelona, Spain",41.4024489,2.2014463
818,La Montiel37,,€10 - €24,4.5,,"Viladomat, 37","Viladomat, Plaça de l'Ajuntament, 08698 la Nou de Berguedà, Spain",42.1671835,1.884449
819,Casa Xica,,€15 - €45,4.5,,"Carrer de la Franca Xica, 20","Carrer de la França Xica, 08004 Barcelona, Spain",41.3722032,2.1593336
820,Restaurant Miriot,,"Brazilian, Mediterranean, European, South American, Fusion",4.5,,Francisco Giner 54,"Miriot, Carrer de Francisco Giner, 54, 08012 Barcelona, Spain",41.3999998,2.1582412
821,Carpe Diem,,"Japanese, Mediterranean, Sushi, Asian",4.0,,"Passeig Maritim, 32","Passeig Marítim, Cubelles, Spain",41.1974843,1.6614941
822,Federal,,"Cafe, European, International, Healthy",4.0,,"Passatge de la Pau, 11","Federal, Passatge de la Pau, 11, 08002 Barcelona, Spain",41.3780531,2.1778033
823,Norte Restaurante,,"European, Mediterranean, Spanish",4.5,,"Diputacio, 321","Diputació, 08733 Puigdàlber, Spain",41.4039736,1.6994345
824,Asador De Aranda,,€35 - €50,4.0,,"Calle Londres, 94","Carrer Londres, 08400 Granollers, Spain",41.5965593,2.2792652
825,Sagardi BCN Centre,,€20 - €50,4.0,,"Calle Muntaner, 70-72","Muntaner, Via Augusta, 08021 Barcelona, Spain",41.3986188,2.1428749
826,Bar Lobo,,,4.0,,Pintor Fortuny 3,"Bar Lobo, Carrer del Pintor Fortuny, 3, 08001 Barcelona, Spain",41.3832611,2.170504
827,The Growler Barcelona,,"Wheelchair Accessible, Serves Alcohol, Seating",5.0,,Carrer Roger de Lluria 81,"Carrer Roger de Llúria, 08320 el Masnou, Spain",41.4846098,2.3173693
828,Can Oliva,,"Mediterranean, Spanish, Argentinean",4.5,,"Avenida Diagonal, 109","Can Oliva, Avinguda Diagonal, 109, 08005 Barcelona, Spain",41.4071483,2.2032044
829,Cor Caliu,,"Mediterranean, European, Spanish",4.0,,Roger de Lluria 102 con Mallorca,"Catalonia, Spain",41.66667,2.0
830,Dos Palillos,,"Japanese, Asian, Fusion",4.0,,"Elisabets, 9","Elisabets, Carrer d'Elisabets, 08001 Barcelona, Spain",41.3837777,2.169189
831,Burbujas Cava & Gastro Bar,,€6 - €13,5.0,,"Carrer de Gombau, 18-22","Carrer de Gombau, 08003 Barcelona, Spain",41.3871551,2.1791719
832,Ramen Dining Yu,,€10 - €35,4.0,,Valencia 204,"Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
833,Restaurant Ca La Montse,,€15 - €40,4.0,,C/Balboa 14,"Carrer de Balboa, 08 Barcelona, Spain",41.3822573,2.1887179
834,Antonio's,,€18 - €35,4.5,,Calle Badajoz 44,"Carrer Badajoz, 08191 Rubí, Spain",41.5013207,2.0463115
835,Ramen Shop,,,4.0,,"Carrer d""En Gignas 3","Ramen Shop, Carrer d'en Gignàs, 3, 08002 Barcelona, Spain",41.3805038,2.1794005
836,Tramonti 1980,,"Italian, Mediterranean, European",4.0,,"Avda. Diagonal, 501","Avinguda Diagonal, 501, 08021 Barcelona, Spain",41.3916214,2.1421566
837,Andurina Restaurant,,€10 - €40,4.5,,Calle Comtal 30,"Carrer Comtal, 30, 08002 Barcelona, Spain",41.3866748,2.1739314
838,L'Antic Forn,,,4.0,,"Calle Pintor Fortuny, 28","Carrer Pintor Fortuny, 08461 Santa Maria de Palautordera, Spain",41.6978056,2.4329001
839,Restaurante PIlar,,Mediterranean,4.0,,Carrer Valencia 113,"Carrer Valencia, 08770 Sant Sadurní d'Anoia, Spain",41.4281682,1.7826155
840,Tapes Tapas,,,4.0,,"Plaza Iglesia, 1","08586 Sora, Spain",42.1136418,2.1601114
841,El Tio Pio,,€10 - €20,4.0,,"Passeig de Joan de Borbo, 2","Passeig de Joan de Borbó, 72 Barcelona, Spain",41.380025,2.1873629
842,Mariscco Corsega,,,4.0,,Calle Corsega 272,"Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
843,La Campana,,€25 - €30,4.0,,Carrer Vilardell 30,"Vilardell, la Quar, Catalonia, Spain",42.0941893,1.9977589
844,Saffron,,"Mediterranean, European, Spanish, Catalan",4.0,,"Carrer Enric Granados, 24","Carrer Enric Granados, 08130 Santa Perpètua de Mogoda, Spain",41.5362243,2.1807936
845,Buratino,,€3 - €16,4.5,,Gran Via De Les Corts Catalanes 395,"Gran Via de les Corts Catalanes, 395-397, 8015 Barcelona, Spain",41.3767792,2.1510321
846,Zinc Bar,,"Bar, Mediterranean, European, Spanish, Pub",4.5,,"C. Calabria, 115","Carrer de Calàbria, 08015 Barcelona, Spain",41.3772608,2.1582326
847,Terraza La Isabela,,€25 - €63,4.0,,"La Rambla, 109","Tavertet, Catalonia, Spain",42.0135355,2.425772
848,OUZO Barcelona,,€20 - €60,4.5,,"Rambla de Fabra i Puig, 66","Rambla de Fabra i Puig, 08030 Barcelona, Spain",41.4301798,2.1879978
849,Yashima,,€20 - €100,4.0,,Avda. Josep Tarradellas 145,"Avinguda Josep Tarradellas, 08840 Viladecans, Spain",41.3124257,2.0159275
850,Louise Se Va,,"Spanish, Mediterranean",4.5,,"Placa D'Eivissa, 11","Plaça d'Eivissa, Barcelona, Spain",41.4305274,2.1609327
851,L'Arros,,,4.0,,"Passeig de Joan de Borbo, 12","Passeig de Joan de Borbó, 08 Barcelona, Spain",41.3819224,2.1865126
852,La Bascula,,€13 - €32,4.0,,"Fiasanders, 30","Catalonia, Spain",41.66667,2.0
853,Koska Taverna,,€12 - €24,4.5,,Blai 8,"Blai, Carrer de Blai, 08015 Barcelona, Spain",41.3742769,2.1630491
854,Malumore,,€10 - €30,5.0,,"Carrer de Salva, 22","El Pueblito, Carrer de Salvà, 22, 08001 Barcelona, Spain",41.3740182,2.1662789
855,The Juice House,,€8 - €25,4.0,,Carrer Parlament 12,"Carrer del Parlament, 08015 Barcelona, Spain",41.3758931,2.161805
856,Devil's Kitchen,,,4.5,,"Carretera de la Bordeta, 52","Devil's Kitchen, Carretera de la Bordeta, 52, 08014 Barcelona, Spain",41.3736227,2.1452481
857,Bodega Vidrios y Cristales,,€10 - €20,4.5,,"Passeig d'Isabel II, 6","Passeig d'Isabel II, CP 08003 Barcelona, Spain",41.3817306,2.1827183
858,Teresa's,,European,4.5,,Calle Argenteria 31,"Argenteria, Carrer de l'Argenteria, CP 08003 Barcelona, Spain",41.3837836,2.1799953
859,Banker's Bar,,€16 - €80,4.5,,Passeig de Gracia 38-40,"Mandarin Oriental, Passeig de Gràcia, 38-40, 08007 Barcelona, Spain",41.3913809,2.166914
860,Restaurante Barceloneta,,,4.0,,"Carrer de L'Escar, 22","Barceloneta, Carrer de l'Escar, 22, 72 Barcelona, Spain",41.3758,2.1874945
861,La Aurelia,,"Italian, Pizza, Mediterranean, European",4.5,,"Avenida Mare de Deu de Monserrat, 286","Catalonia, Spain",41.60184,1.80562
862,La Tasca del Corral,,"Mediterranean, Spanish, Bar, Pub",4.0,,"Carrer de la Merce, 17","Carrer de la Mercè, 17, 08002 Barcelona, Spain",41.3804431,2.180545
863,Gines Restaurante,,"Spanish, Seafood",4.0,,"Carrer de los Castillejos, 373","Carrer de Los Castillejos, 373, 8025 Barcelona, Spain",41.4109117,2.1723466
864,Casa Mari y Rufo,,"Seafood, Mediterranean, Spanish, Catalan",4.0,,C/freixures 11,"Carrer de les Freixures, CP 08003 Barcelona, Spain",41.386147,2.1777869
865,Little Fern,,€2 - €11,4.5,,Carrer Pere IV 168,"Carrer Pere IV, 08859 Begues, Spain",41.3258048,1.9361507
866,Teta de Monja,,"Italian, Pizza, Mediterranean, European, International",4.0,,Placa Osca 2,"Osca, Carrer d'Osca, 08620 Sant Vicenç dels Horts, Spain",41.393619,1.9988598
867,Can Ramonet,,,3.5,,Calle Maquinista 17,"La Maquinista, Carrer de Sao Paulo, 08030 Barcelona, Spain",41.4408218,2.1982884
868,Restaurant Silenus,,€18 - €30,4.0,,"C/ del Angels, 8","Angels, Passeig de Sant Joan, 08010 Barcelona, Spain",41.3934652,2.1779209
869,7 Portes,,,4.0,,Passeig Isabel II 14,"Catalonia, Spain",41.66667,2.0
870,Zoe Experience BCN,,€10 - €20,4.5,,"Carrer de Vilamari, 78 Bis","Carrer de Vilamarí, 8015 Barcelona, Spain",41.3769416,2.1519081
871,Bar Mut,,,4.0,,pau Claris 192,"Pau Claris, Gran Via de les Corts Catalanes, 08007 Barcelona, Spain",41.3897269,2.1688642
872,Rita Blue,,,4.0,,"Plaza Sant Agusti, 3","Plaça Sant Agustí, La Concòrdia, Sabadell, Catalonia, Spain",41.558938,2.0945084
873,Restaurant Japones Gokoku,,"Japanese, Sushi, Asian",4.5,,"Carrer Diputacio, 172","Carrer Diputacio, 08780 el Papiol, Spain",41.4399999,2.0118282
874,MILO GRILL,,€30 - €45,4.0,,Balmes 127,"Milenium Provença, Carrer de Balmes, 127, 080007 Barcelona, Spain",41.3928093,2.1577604
875,Bodega Genin,,€10 - €35,4.5,,"Calle del Comte Borrell, 306","Carrer del Comte Borrell, 306, 08029 Barcelona, Spain",41.3904085,2.1456713
876,Restaurante Dolsotbap,,Korean,4.5,,"Carrer del Clot, 85","Restaurante Dolsotbap, Carrer del Clot, 85, 08018 Barcelona, Spain",41.4091716,2.1887084
877,Bouzu,,€18 - €23,4.0,,"Ronda Sant Antoni, 26","Ronda Sant Antoni, Ronda de Sant Antoni, 080007 Barcelona, Spain",41.3847746,2.1638203
878,San Kil,,€20 - €28,4.5,,"Legalitat, 22","Carrer de la Legalitat, 22, 08024 Barcelona, Spain",41.407896,2.1600806
879,El Principal del Eixample,,€34 - €136,4.0,,Provenca 286 - 288,"Carrer de Provença, 286-288, 08008 Barcelona, Spain",41.3941384,2.1608701
880,Mitjagalta,,"Mediterranean, Spanish, European, Contemporary",4.0,,"Constitucio, 181","plaça de la Constitució, Badalona, Spain",41.4522909,2.2458729
881,Casa de Tapas Canota,,,4.0,,Lleida 7,"Lleida, Passeig de Sant Joan, 2, 08003 Barcelona, Spain",41.3917633,2.1801488
882,Wave Restaurant,,,4.0,,Placa de la Rosa dels Vents 1,"W Barcelona, Plaça de la Rosa dels Vents, 1, 08039 Barcelona, Spain",41.3685118,2.1901917
883,L'Ostia,,"Mediterranean, European, Spanish, Catalan",4.0,,Plaza de la Barceloneta 1,"L'Òstia, Plaça de la Barceloneta, 1, 08003 Barcelona, Spain",41.3799304,2.1880541
884,Takenori Mito Daruma,,"Japanese, Sushi, Asian",4.5,,Calle Villarroel 237,"La Villarroel, Carrer de Villarroel, 87, 08011 Barcelona, Spain",41.3845152,2.1573507
885,Bun Bo Raval,,"Asian, Vietnamese",4.0,,Calle dels Angels 6,"Rosa del Raval, Carrer dels Àngels, 6, 08001 Barcelona, Spain",41.3819164,2.1687596
886,Sushibo Restaurant,,€9 - €30,4.0,,"Carrer de Casanova, 94","Carrer de Casanova, 94, 08011 Barcelona, Spain",41.3869914,2.1570091
887,Sabor Mudejar,,"Mediterranean, European, Spanish",4.0,,Carrer de Josep Narcis Roca 9,"Carrer de Josep Narcís Roca, 08019 Sant Adrià de Besòs, Spain",41.4136118,2.2211652
888,El Yantar de la Ribera,,"Steakhouse, European, Spanish",4.0,,Roger de Flor 114,"Roger de Flor, Carrer de Ribes, 08003 Barcelona, Spain",41.3925973,2.1813754
889,Valentin,,"Mediterranean, European, Spanish",4.0,,"Carrer Diputacio, 301","Carrer Diputacio, 08780 el Papiol, Spain",41.4399999,2.0118282
